1 0.00
501 0.00
1001 0.00
1501 0.00
2001 0.00
2501 0.00
3001 0.00
3501 0.00
4001 0.00
4501 0.00
5001 0.00
5501 0.00
6000 0.00
16000 0.00
26000 0.01
36000 0.02
46000 0.03
56000 0.04
66000 0.04
76000 0.04
86000 0.08
96000 0.07
106000 0.06
116000 0.06
126000 0.09
136000 0.08
146000 0.08
156000 0.10
166000 0.15
176000 0.09
186000 0.12
196000 0.12
206000 0.13
216000 0.12
226000 0.14
236000 0.15
246000 0.13
250000 0.15
350000 0.26
450000 0.26
550000 0.35
650000 0.42
750000 0.39
850000 0.44
950000 0.45
1050000 0.52
1150000 0.60
1250000 0.67
1350000 0.70
1450000 0.74
1550000 0.79
1650000 0.86
1750000 0.96
1850000 0.95
1950000 1.05
2050000 1.02
2150000 1.12
2250000 1.14
2350000 1.23
2450000 1.30
2550000 1.31
2650000 1.40
2750000 1.44
2850000 1.42
2950000 1.52
3050000 1.58
3150000 1.56
3250000 1.66
3350000 1.73
3450000 1.80
3550000 1.80
3650000 1.87
3750000 1.94
3850000 2.02
3950000 2.02
4050000 2.08
4150000 2.09
4250000 2.17
4350000 2.25
4450000 2.26
4550000 2.30
4650000 2.37
4750000 2.41
4850000 2.49
4950000 2.56
5050000 2.56
5150000 2.65
5250000 2.65
5350000 2.80
5450000 2.82
5550000 2.84
5650000 2.97
5750000 2.94
5850000 2.97
5950000 3.05
6050000 3.02
6150000 3.06
6250000 3.12
6350000 3.24
6450000 3.32
6550000 3.33
6650000 3.40
6750000 3.44
6850000 3.55
6950000 3.54
7050000 3.60
7150000 3.68
7250000 3.72
7350000 3.74
7450000 3.79
7550000 3.86
7650000 3.83
7750000 3.97
7850000 4.00
7950000 3.99
8050000 4.13
8150000 4.15
8250000 4.24
8350000 4.21
8450000 4.39
8550000 4.35
8650000 4.43
8750000 4.45
8850000 4.54
8950000 4.56
9050000 4.58
9150000 4.66
9250000 4.73
9350000 4.76
9450000 4.86
9550000 4.86
9650000 4.89
9750000 5.05
9850000 5.06
9950000 5.11
10050000 5.24
10150000 5.15
10250000 5.24
10350000 5.36
10450000 5.34
10550000 5.45
10650000 5.46
10750000 5.42
10850000 5.46
10950000 5.46
11050000 5.51
11150000 5.60
11250000 5.68
11350000 5.70
11450000 5.80
11550000 5.83
11650000 5.93
11750000 5.91
11850000 5.96
11950000 5.99
12050000 6.14
12150000 6.14
12250000 6.25
12350000 6.29
12450000 6.23
12550000 6.37
